ID,    Tipo,      Número,   Situação,    Última Verificação, Dias desde verificação
3778,PORTARIA,8,A_VERIFICAR,Nunca verificada,N/A
3486,PORTARIA,8/2025,VIGENTE,26/05/2025,0
3490,PORTARIA,80,VIGENTE,26/05/2025,0
3673,PORTARIA,80/2025,A_VERIFICAR,Nunca verificada,N/A
3632,PORTARIA,81/2025,VIGENTE,26/05/2025,0
3894,PORTARIA,82/2025,A_VERIFICAR,Nunca verificada,N/A
3855,PORTARIA,86,A_VERIFICAR,Nunca verificada,N/A
3728,PORTARIA,88,VIGENTE,26/05/2025,0
3885,PORTARIA,89,A_VERIFICAR,Nunca verificada,N/A
3579,PORTARIA,9,A_VERIFICAR,Nunca verificada,N/A
3692,PORTARIA,90,A_VERIFICAR,Nunca verificada,N/A
3694,PORTARIA,91,A_VERIFICAR,Nunca verificada,N/A
3695,PORTARIA,92,A_VERIFICAR,Nunca verificada,N/A
3919,PORTARIA,985,A_VERIFICAR,Nunca verificada,N/A
3582,PORTARIA,99,A_VERIFICAR,Nunca verificada,N/A
3785,RESOLUCAO,1.920,A_VERIFICAR,Nunca verificada,N/A
3927,RESOLUCAO,12,A_VERIFICAR,Nunca verificada,N/A
3750,RESOLUCAO,14,A_VERIFICAR,Nunca verificada,N/A
3564,RESOLUCAO,3/2020,VIGENTE,26/05/2025,0
3898,RESOLUCAO,34/15,A_VERIFICAR,Nunca verificada,N/A
3926,RESOLUCAO,800,A_VERIFICAR,Nunca verificada,N/A
